{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_028.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_028.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_005.jpg', 'label': 5, 'file_name': 'Byrsonima_005_005.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_039.jpg', 'label': 3, 'file_name': 'Copaifera_000_039.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_004_011.jpg', 'label': 0, 'file_name': 'Cochlospermum_004_011.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_006.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_006.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_009.jpg', 'label': 7, 'file_name': 'Apuleia_005_009.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_007.jpg', 'label': 8, 'file_name': 'Calophyllum_003_007.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_019.jpg', 'label': 5, 'file_name': 'Byrsonima_003_019.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_001_007.jpg', 'label': 5, 'file_name': 'Byrsonima_001_007.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_033.jpg', 'label': 6, 'file_name': 'Cecropia_003_033.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_002_007.jpg', 'label': 3, 'file_name': 'Copaifera_002_007.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_000_021.jpg', 'label': 8, 'file_name': 'Calophyllum_000_021.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_002_029.jpg', 'label': 7, 'file_name': 'Apuleia_002_029.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_003.jpg', 'label': 7, 'file_name': 'Apuleia_005_003.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_011.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_011.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_028.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_028.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_006_021.jpg', 'label': 7, 'file_name': 'Apuleia_006_021.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_004.jpg', 'label': 3, 'file_name': 'Copaifera_006_004.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_017.jpg', 'label': 4, 'file_name': 'Combretum_002_017.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_006_023.jpg', 'label': 6, 'file_name': 'Cecropia_006_023.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_031.jpg', 'label': 8, 'file_name': 'Calophyllum_003_031.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_027.jpg', 'label': 7, 'file_name': 'Apuleia_005_027.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_030.jpg', 'label': 6, 'file_name': 'Cecropia_001_030.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_036.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_036.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_018.jpg', 'label': 2, 'file_name': 'Astronium_000_018.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_001_010.jpg', 'label': 5, 'file_name': 'Byrsonima_001_010.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_016.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_016.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_025.jpg', 'label': 4, 'file_name': 'Combretum_006_025.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_004_003.jpg', 'label': 3, 'file_name': 'Copaifera_004_003.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_025.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_025.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_003_026.jpg', 'label': 2, 'file_name': 'Astronium_003_026.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_017.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_017.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_002_030.jpg', 'label': 3, 'file_name': 'Copaifera_002_030.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_029.jpg', 'label': 3, 'file_name': 'Copaifera_005_029.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_019.jpg', 'label': 3, 'file_name': 'Copaifera_000_019.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_036.jpg', 'label': 8, 'file_name': 'Calophyllum_003_036.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_036.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_036.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_039.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_039.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_003_002.jpg', 'label': 7, 'file_name': 'Apuleia_003_002.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_005.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_005.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_002_027.jpg', 'label': 7, 'file_name': 'Apuleia_002_027.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_037.jpg', 'label': 4, 'file_name': 'Combretum_006_037.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_011.jpg', 'label': 3, 'file_name': 'Copaifera_001_011.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_006.jpg', 'label': 3, 'file_name': 'Copaifera_005_006.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_002.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_002.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_005_034.jpg', 'label': 6, 'file_name': 'Cecropia_005_034.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_000.jpg', 'label': 6, 'file_name': 'Cecropia_001_000.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_003.jpg', 'label': 3, 'file_name': 'Copaifera_001_003.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_004_010.jpg', 'label': 2, 'file_name': 'Astronium_004_010.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_000_015.jpg', 'label': 9, 'file_name': 'Cedrelinga_000_015.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_025.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_025.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_005_036.jpg', 'label': 0, 'file_name': 'Cochlospermum_005_036.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_001.jpg', 'label': 7, 'file_name': 'Apuleia_000_001.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_003_023.jpg', 'label': 4, 'file_name': 'Combretum_003_023.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_019.jpg', 'label': 6, 'file_name': 'Cecropia_003_019.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_030.jpg', 'label': 3, 'file_name': 'Copaifera_001_030.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_021.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_021.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_030.jpg', 'label': 8, 'file_name': 'Calophyllum_001_030.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_000.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_000.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_005.jpg', 'label': 7, 'file_name': 'Apuleia_000_005.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_005_011.jpg', 'label': 6, 'file_name': 'Cecropia_005_011.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_001_000.jpg', 'label': 1, 'file_name': 'Aspidosperma_001_000.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_009.jpg', 'label': 3, 'file_name': 'Copaifera_000_009.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_000_031.jpg', 'label': 5, 'file_name': 'Byrsonima_000_031.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_032.jpg', 'label': 5, 'file_name': 'Byrsonima_005_032.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_012.jpg', 'label': 7, 'file_name': 'Apuleia_004_012.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_004_035.jpg', 'label': 1, 'file_name': 'Aspidosperma_004_035.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_011.jpg', 'label': 6, 'file_name': 'Cecropia_003_011.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_018.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_018.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_026.jpg', 'label': 6, 'file_name': 'Cecropia_001_026.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_002_005.jpg', 'label': 9, 'file_name': 'Cedrelinga_002_005.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_005_029.jpg', 'label': 2, 'file_name': 'Astronium_005_029.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_009.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_009.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_004_007.jpg', 'label': 2, 'file_name': 'Astronium_004_007.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_001_033.jpg', 'label': 9, 'file_name': 'Cedrelinga_001_033.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_004_036.jpg', 'label': 3, 'file_name': 'Copaifera_004_036.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_002.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_002.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_021.jpg', 'label': 2, 'file_name': 'Astronium_000_021.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_024.jpg', 'label': 4, 'file_name': 'Combretum_005_024.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_005_020.jpg', 'label': 2, 'file_name': 'Astronium_005_020.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_027.jpg', 'label': 4, 'file_name': 'Combretum_002_027.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_014.jpg', 'label': 8, 'file_name': 'Calophyllum_002_014.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_004_004.jpg', 'label': 3, 'file_name': 'Copaifera_004_004.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_009.jpg', 'label': 8, 'file_name': 'Calophyllum_003_009.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_003.jpg', 'label': 6, 'file_name': 'Cecropia_001_003.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_025.jpg', 'label': 8, 'file_name': 'Calophyllum_002_025.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_016.jpg', 'label': 5, 'file_name': 'Byrsonima_005_016.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_003_010.jpg', 'label': 1, 'file_name': 'Aspidosperma_003_010.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_006_015.jpg', 'label': 8, 'file_name': 'Calophyllum_006_015.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_037.jpg', 'label': 3, 'file_name': 'Copaifera_005_037.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_006_012.jpg', 'label': 2, 'file_name': 'Astronium_006_012.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_015.jpg', 'label': 7, 'file_name': 'Apuleia_000_015.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_005_037.jpg', 'label': 0, 'file_name': 'Cochlospermum_005_037.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_003.jpg', 'label': 4, 'file_name': 'Combretum_002_003.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_011.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_011.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_035.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_035.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_010.jpg', 'label': 4, 'file_name': 'Combretum_006_010.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_004_030.jpg', 'label': 5, 'file_name': 'Byrsonima_004_030.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_020.jpg', 'label': 4, 'file_name': 'Combretum_004_020.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_035.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_035.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_002_007.jpg', 'label': 7, 'file_name': 'Apuleia_002_007.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_003_025.jpg', 'label': 6, 'file_name': 'Cecropia_003_025.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_035.jpg', 'label': 7, 'file_name': 'Apuleia_004_035.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_024.jpg', 'label': 7, 'file_name': 'Apuleia_005_024.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_029.jpg', 'label': 6, 'file_name': 'Cecropia_002_029.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_010.jpg', 'label': 3, 'file_name': 'Copaifera_001_010.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_004_005.jpg', 'label': 1, 'file_name': 'Aspidosperma_004_005.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_020.jpg', 'label': 3, 'file_name': 'Copaifera_006_020.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_005_014.jpg', 'label': 8, 'file_name': 'Calophyllum_005_014.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_007.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_007.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_002_036.jpg', 'label': 1, 'file_name': 'Aspidosperma_002_036.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_006_000.jpg', 'label': 0, 'file_name': 'Cochlospermum_006_000.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_004_013.jpg', 'label': 0, 'file_name': 'Cochlospermum_004_013.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_006_015.jpg', 'label': 5, 'file_name': 'Byrsonima_006_015.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_003_029.jpg', 'label': 4, 'file_name': 'Combretum_003_029.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_028.jpg', 'label': 7, 'file_name': 'Apuleia_004_028.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_026.jpg', 'label': 8, 'file_name': 'Calophyllum_002_026.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_010.jpg', 'label': 4, 'file_name': 'Combretum_001_010.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_009.jpg', 'label': 2, 'file_name': 'Astronium_001_009.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_004_038.jpg', 'label': 2, 'file_name': 'Astronium_004_038.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_010.jpg', 'label': 7, 'file_name': 'Apuleia_005_010.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_000_016.jpg', 'label': 1, 'file_name': 'Aspidosperma_000_016.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_003_028.jpg', 'label': 3, 'file_name': 'Copaifera_003_028.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_002_013.jpg', 'label': 2, 'file_name': 'Astronium_002_013.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_003_018.jpg', 'label': 1, 'file_name': 'Aspidosperma_003_018.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_029.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_029.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_025.jpg', 'label': 8, 'file_name': 'Calophyllum_001_025.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_002_009.jpg', 'label': 7, 'file_name': 'Apuleia_002_009.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_030.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_030.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_038.jpg', 'label': 5, 'file_name': 'Byrsonima_003_038.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_002_008.jpg', 'label': 0, 'file_name': 'Cochlospermum_002_008.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_004_022.jpg', 'label': 2, 'file_name': 'Astronium_004_022.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_006_024.jpg', 'label': 7, 'file_name': 'Apuleia_006_024.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_006.jpg', 'label': 4, 'file_name': 'Combretum_004_006.jpg', 'class': 'Combretum'}
